"","player","season_end","salary","season_start","Salary.Cap","Per.Cap","fifth","Pos.x","Age","HT","WT","WS","Pos2","RSCI","percentile","Pos.y","School","Numb","G","X2PA","X3PA","FTA","Poss","Ast.Pos","Tov.Pos","Stl.G","Blk.G","TS","FTA.G","Three.G","Two.G","Three.Per","Two.Per","FTA.FGA","Three.FGA","OR.G","DR.G","PF.G","adjTempo","adjOE","adjDE"
"205","Mario Chalmers",2015,4000000,2014,63065000,0.0634266233251407,2015,"PG",21.8,73,190,76,"PG","Top25",0.365384615384615,"G","Kansas",3,110,164.333333333333,148,121.5,11.9428315544105,0.327675255339517,0.185943205595495,2.54396188606715,0.460475197317303,1.27384363516535,3.22860180754918,3.92716640085061,4.36559931296773,0.431177555321391,0.552620855874601,0.389897855834624,0.473920152733817,0.316382447961395,2.60458839406208,2.48135198135198,67.60835,117.287666666667,86.5416666666667
"207","Markieff Morris",2016,8000000,2015,7e+07,0.114285714285714,2016,"PF",21.5,81,241,82,"Big","Top75",0.716666666666667,"C","Kansas",3,109,200,38.5,119.166666666667,9.51482873851295,0.136314348158669,0.186184076050926,0.609551656920078,1.0089111668059,1.23368929842318,3.20627958785854,1.02843219159009,5.3723336118073,0.418553003270889,0.583484665052462,0.52065697114681,0.150691031248591,2.18145363408521,4.48305485937065,2.73957115009747,67.8305833333333,118.68,89.9052333333333
"208","Marreese Speights",2013,4200000,2012,58044000,0.0723589001447178,2013,"PF/C",20.6,82,245,86,"Big","Top75",0.5,"C","Florida",2,69,259,0,96.6666666666667,9.77845117845118,0.0545115999490462,0.138040488360243,0.358585858585859,1.05892255892256,1.31794927747066,2.71043771043771,0,7.26599326599327,0,0.639714382862972,0.36812875439193,0,2.10606060606061,4.13299663299663,1.9023569023569,65.2490666666667,118.197666666667,97.6815666666667
"210","Marvin Williams",2010,7500000,2009,57700000,0.12998266897747,2010,"PF",18.7,80,228,87,"Big","Top25",0.766666666666667,"F","Murray State",2,55,111,8.33333333333333,46.3333333333333,5.83137992831541,0.0906098600780031,0.165398124192824,0.461469534050179,0.575268817204301,1.12053708447457,1.60439068100358,0.30331541218638,3.84722222222222,0.281385281385281,0.539152435167615,0.386158821034775,0.0738178541136556,1.53629032258065,2.71370967741935,2.08243727598566,64.1647333333333,102.326633333333,107.075333333333
"211","Marvin Williams",2010,7500000,2009,57700000,0.12998266897747,2010,"PF",18.7,80,228,87,"Big","Top25",0.766666666666667,"F","North Carolina",1,36,203,44,163,10.4088888888889,0.0693851409052092,0.149444918872758,1.08333333333333,0.472222222222222,1.27698293172691,4.52777777777778,1.22222222222222,5.63888888888889,0.431818181818182,0.522167487684729,0.659919028340081,0.178137651821862,1.80555555555556,4.75,2.55555555555556,73.0627,122.468,89.7003
"212","Mason Plumlee",2018,14041096,2017,99093000,0.141696144026319,2018,"C",23,84,238,83,"Big","Top25",0.54,"F","Duke",4,141,270,1.2,177.6,12.1365624447977,0.145535364774069,0.194139270667657,0.87154213036566,1.48644232467762,1.18746347302909,5.01316021904257,0.0343402225755167,7.61033386327504,0.025,0.578274515507639,0.627829716644733,0.00965243296921549,2.60144850733086,6.12998586822116,2.51467055290585,66.75876,118.9815,93.26624
"213","Matt Bonner",2009,2987000,2008,58680000,0.0509032038173142,2009,"PF",22.9,82,242,80,"Big","NR",0.233333333333333,"F","Florida",1,33,224,133,101,13.8012121212121,0.107588266291937,0.118566660811523,1.06060606060606,0.606060606060606,1.24800717417298,3.06060606060606,4.03030303030303,6.78787878787879,0.473684210526316,0.53125,0.282913165266106,0.372549019607843,2.12121212121212,3.96969696969697,2.12121212121212,64.9594,116.494,94.3577
"214","Meyers Leonard",2017,9213484,2016,94143000,0.0978669046025727,2017,"C",20,85,250,87,"Big","Top50",0.42,"C","Illinois",2,65,205.666666666667,7.66666666666667,90.3333333333333,9.56737373737374,0.0873152033945169,0.204006919844572,0.363005050505051,1.38131313131313,1.18026376888693,2.81755050505051,0.239267676767677,6.40909090909091,0.0606060606060606,0.566123642439432,0.388651893984279,0.0309475846269305,1.62184343434343,4.25063131313131,2.46338383838384,64.3605666666667,107.281666666667,94.2423666666667
"215","Michael Beasley",2014,1027424,2013,58679000,0.0175092281736226,2014,"PF",19.1,80,239,84,"Big","Top25",0.15,"F","Kansas State",1,33,482,95,279,24.0836363636364,0.0478131763047964,0.119532940761991,1.27272727272727,1.63636363636364,1.23756716588545,8.45454545454546,2.87878787878788,14.6060606060606,0.378947368421053,0.562240663900415,0.483535528596187,0.164644714038128,3.96969696969697,8.39393939393939,2.57575757575758,69.6651,114.16,95.255
"216","Michael Carter-Williams",2018,2700000,2017,99093000,0.0272471314825467,2018,"PG",21.4,78,184,79,"PG","Top25",0.173076923076923,"G","Syracuse",2,66,196.666666666667,85.3333333333333,131.666666666667,11.3091282051282,0.530023297134867,0.213277679169993,2.07307692307692,0.423076923076923,1.00662155461511,3.3948717948718,2.21410256410256,5.09615384615385,0.325708061002179,0.440909090909091,0.446904720228718,0.30480191376393,0.965384615384615,2.83846153846154,1.85384615384615,63.5487333333333,114.637666666667,89.4062666666667
"220","Mike Scott",2017,3333334,2016,94143000,0.0354071359527527,2017,"PF",23.6,81,241,82,"Big","NR",0.183333333333333,"F","Virginia",4,120,280.5,12.3,112.4,13.08625,0.0795481268575184,0.135928552332807,0.678571428571429,0.375,1.1669673618959,3.67410714285714,0.399107142857143,9.31205357142857,0.355238095238095,0.537575051919464,0.383030820091668,0.0412382630107935,2.44866071428571,5.028125,1.97991071428571,62.48509,106.2131,94.67997
"221","Miles Plumlee",2017,12500000,2016,94143000,0.132776733267476,2017,"C",23.5,84,252,84,"Big","Top100",0.52,"F","Duke",4,135,133,0.2,59.5,5.5309449390567,0.0667327439439926,0.198164349938358,0.490593534711182,0.694308426073132,1.16507433304405,1.67278881822999,0.005,3.72989931107578,0.2,0.559290402471763,0.4342875805808,0.00135135135135135,2.11954822469528,3.28931240063593,2.30032723900371,66.68724,118.9302,93.43778
"222","Nate Robinson",2011,4200000,2010,58044000,0.0723589001447178,2011,"PG/SG",20.7,69,181,73,"PG","NR",0.3125,"G","Washington",3,89,213.166666666667,136.166666666667,130.5,14.7392201963534,0.228569903502111,0.134542003776325,1.6297268416483,0.117972350230415,1.15538706413421,3.99553195752354,4.23408134642356,6.77255726975222,0.353288094592442,0.518966809406528,0.360856538283723,0.385949084208207,1.5554130768717,2.31916115674881,2.66276631269619,72.1551833333333,115.079,99.8767833333333
"223","Nerlens Noel",2018,4187599,2017,99093000,0.0422592816848819,2018,"C",18.9,84,206,87,"Big","Top25",0.16,"F","Kentucky",1,24,166,0,104,10.6983333333333,0.14799813054993,0.175260944072285,2.08333333333333,4.41666666666667,1.18530411786929,4.33333333333333,0,6.91666666666667,0,0.590361445783133,0.626506024096386,0,2.70833333333333,6.75,2.58333333333333,65.3538,111.382,98.1297
"224","Nick Collison",2008,5750000,2007,55630000,0.103361495595901,2008,"PF",22.3,82,255,85,"Big","NR",0.666666666666667,"F","Kansas",1,38,469,38,200,18.0789473684211,0.122270742358079,0.13391557496361,1.15789473684211,1.94736842105263,1.17983193277311,5.26315789473684,1,12.3421052631579,0.342105263157895,0.571428571428571,0.394477317554241,0.0749506903353057,3.28947368421053,6.71052631578947,2.5,72.1905,115.037,86.4134
"225","Nick Young",2012,3695857,2011,58044000,0.0636733684790848,2012,"SG/SF",21.7,79,206,84,"Wing","Top100",0.434782608695652,"F","Southern California",3,96,322.5,87.8333333333333,138.666666666667,16.3524005384695,0.0886458512963119,0.136960853256141,0.835746090918505,0.264637050843947,1.15476156469564,4.13485554520037,2.62951227089158,9.66702909806358,0.38354556803995,0.522687103010218,0.333247824406433,0.219290898011617,1.69842601221912,3.49054571813193,2.52408615512064,67.4847333333333,108.4795,97.0388333333333
"226","Nikola Vucevic",2016,11250000,2015,7e+07,0.160714285714286,2016,"PF/C",20.3,84,260,88,"Big","NR",0.727272727272727,"F","Southern California",3,87,249.833333333333,54,111.166666666667,12.452063086104,0.102089519475979,0.144674352687524,0.529923273657289,1.18972719522592,1.15963505465783,3.39947428246661,1.6423273657289,7.72624325092356,0.248772869254797,0.55811225246663,0.334277516953573,0.156528951486698,2.63033532253481,6.10319693094629,2.56925262858767,62.1681,104.5331,91.3025166666667
"227","O.J. Mayo",2013,4020000,2012,58044000,0.0692578044242299,2013,"PG/SG",20.3,76,200,78,"PG","Top25",0.25,"G","Southern California",1,33,321,215,152,21.8145454545455,0.151414124576318,0.162527087847975,1.54545454545455,0.393939393939394,1.13455414012739,4.60606060606061,6.51515151515152,9.72727272727273,0.409302325581395,0.46417445482866,0.283582089552239,0.401119402985075,1.06060606060606,3.48484848484848,2.42424242424242,65.1594,110.536,91.8666
"228","Otto Porter",2018,24773250,2017,99093000,0.25,2018,"SF",19.7,81,198,85,"Wing","Top50",0.954545454545455,"F","Georgetown",2,64,227,85.6666666666667,132.666666666667,13.1844379276637,0.174471087930348,0.107701127517363,1.59954382535028,0.874877810361681,1.18613138179371,4.22482893450635,2.72890192245031,7.2020202020202,0.356517449747195,0.539625108979948,0.416694677871148,0.268515406162465,1.8494623655914,5.41251221896383,1.95829260345389,61.4769,108.801,87.6235333333333
"229","Patrick Beverley",2018,5513514,2017,99093000,0.0556397929218007,2018,"PG",20.6,73,172,78,"PG","Top100",0.307692307692308,"G","Arkansas",2,70,159.333333333333,177.666666666667,134,13.2940952380952,0.198632985455744,0.149076381088009,1.41904761904762,0.438095238095238,1.11759811868069,3.82857142857143,5.07619047619048,4.55238095238095,0.380685779910586,0.4580142730635,0.397720797720798,0.526961926961927,1.17142857142857,4.71428571428571,2.35238095238095,66.3925666666667,111.140333333333,95.4727
"230","Patrick Patterson",2015,5831326,2014,63065000,0.0924653294220249,2015,"PF",21,81,240,86,"Big","Top25",0.616666666666667,"F","Kentucky",3,97,331.333333333333,35.3333333333333,140.833333333333,14.0626167182663,0.0981865807706225,0.106743666214812,0.701145510835913,1.56399380804954,1.26582443096386,4.15091847265222,0.937698658410733,9.76531475748194,0.173913043478261,0.611400282659342,0.384831278298929,0.0948565598882263,2.90160990712074,5.20011351909185,2.00772961816305,66.7258833333333,111.347666666667,91.5352333333333
"231","Paul George",2015,15925680,2014,63065000,0.252528026639182,2015,"SF",19.8,81,214,83,"Wing","NR",0.977272727272727,"F","Fresno State",2,63,201.333333333333,158.333333333333,132,16.6456254225828,0.156748311601181,0.175396672551304,2.04969574036511,0.885057471264368,1.16592796496608,4.32860040567951,5.22143340094659,6.5841784989858,0.384465112328534,0.485078937235271,0.367070134775517,0.439847873533168,1.88201487491548,5.02400270453009,2.83299526707235,65.7699666666667,99.9928666666667,100.866533333333
"232","Paul Millsap",2012,8103435,2011,58044000,0.139608486665288,2012,"PF",21,79,258,85,"Big","Top75",0.8,"F","Louisiana Tech",3,92,398.5,7.5,211.5,18.4847885754093,0.0540248342351072,0.134835579328561,1.46314872866597,2.07258794845002,1.20290198098408,6.83209683037269,0.229171020550331,12.7691222570533,0.345238095238095,0.578763575338918,0.529792692594725,0.016898524699059,5.61684082201324,7.23523162661094,3.10329153605016,65.6585833333333,101.816,97.1056666666667
"233","Quincy Acy",2017,1050961,2016,94143000,0.0111634534697216,2017,"PF",21.4,80,224,83,"Big","NR",0.0666666666666667,"F","Baylor",4,139,233.8,2.6,143,10.2959408990535,0.0705153327151129,0.168260370203096,0.805275364248699,1.42788153178646,1.28932190674823,4.09997447762353,0.0719864176570458,6.69650620859549,0.24,0.597236019939237,0.599569304251102,0.0096430200729927,2.3892695051988,4.26518359466028,2.68334997836146,65.21851,114.0364,96.18081
"234","Quincy Miller",2015,150000,2014,63065000,0.00237849837469278,2015,"SF",19.3,82,219,85,"Wing","Top25",0.0681818181818182,"F","Baylor",1,37,240,69,114,11.4908108108108,0.124658951923982,0.155235675980807,0.675675675675676,0.648648648648649,1.09421984630805,3.08108108108108,1.86486486486486,6.48648648648649,0.347826086956522,0.475,0.368932038834951,0.223300970873786,1.45945945945946,3.45945945945946,1.86486486486486,65.6344,116.011,94.7187
"235","Quincy Pondexter",2015,3146068,2014,63065000,0.0498861174978197,2015,"SF",22,78,220,81,"Wing","Top50",0.272727272727273,"F","Washington",4,136,319.8,39.8,158.6,14.1570010822511,0.125104300592251,0.138041418857253,0.881930916305916,0.393814935064935,1.15807925392337,4.52490981240981,1.15181818181818,9.13225198412698,0.300654492566257,0.528437186657091,0.431500808400679,0.116092464945366,2.60374549062049,3.46649981962482,2.55392045454545,70.93835,111.9041,94.51339
"236","Rajon Rondo",2014,11954545,2013,58679000,0.203727824264217,2014,"PG",20,73,175,76,"PG","Top25",0.865384615384615,"G","Kentucky",2,68,215,55,113.666666666667,11.6376470588235,0.380278878812212,0.193869285821436,2.20588235294118,0.176470588235294,1.08120516326812,3.34313725490196,1.61764705882353,6.32352941176471,0.282828282828283,0.543465370514202,0.431775956284153,0.199262295081967,0.92156862745098,4.12745098039216,1.99019607843137,64.9275333333333,113.961333333333,94.5100333333333
"237","Ramon Sessions",2012,4257973,2011,58044000,0.0733576769347392,2012,"PG",20.9,76,185,76,"PG","NR",0.442307692307692,"G","Nevada",3,97,223,30.5,103,11.5284187223276,0.444517896327889,0.221217236237173,1.06911171726755,0.16157692915876,0.977691470563598,3.10210112270715,0.908177182163188,6.78488693864643,0.227037037037037,0.427107295320445,0.383968864079297,0.104142912868878,1.07125632511069,3.30848750790639,1.25146268184693,66.0327666666667,112.6165,97.4812666666667
"238","Randy Foye",2011,4250000,2010,58044000,0.0732203156226311,2011,"SG",22.4,75,212,78,"Wing","Top75",0.475,"G","Villanova",4,131,278.7,185.9,137,18.5404320974724,0.173007759781494,0.145161630704459,1.59676066540986,0.465518956849602,1.03328468869263,4.1548225631895,5.64569744099986,8.4655429583857,0.332048820184242,0.450029595937491,0.292205208752553,0.390682077882767,1.51309384164223,3.58763231392264,2.53685894079039,66.2801,113.7415,92.7956
"239","Raymond Felton",2015,3793693,2014,63065000,0.0601552842305558,2015,"PG",20.7,72,199,76,"PG","Top25",0.326923076923077,"G","North Carolina",3,101,168.833333333333,149,121,14.4921111111111,0.480891828913082,0.244771275112838,1.97777777777778,0.273412698412698,1.1371276027869,3.57063492063492,4.3718253968254,5.00515873015873,0.383877945058168,0.472999926705333,0.383273753315244,0.464567188099571,0.646428571428571,3.50952380952381,2.20198412698413,71.5498,118.342833333333,92.1904666666667
"240","Reggie Bullock",2018,2500000,2017,99093000,0.0252288254468025,2018,"SF",21.9,79,200,80,"Wing","Top25",0.204545454545455,"G","North Carolina",3,100,123.5,179.333333333333,47.6666666666667,10.306888331941,0.182347622167668,0.0986586378535704,0.958980785296575,0.231551099972153,1.15575006389047,1.37781490763947,5.12223150468764,3.55055230669266,0.39438165343855,0.520063856331462,0.150497891968848,0.594147911417604,1.70271976236889,3.68796992481203,1.27211547386986,70.16975,113.430833333333,92.6822666666667
"242","Reggie Jackson",2016,14000000,2015,7e+07,0.2,2016,"PG",20.9,75,208,78,"PG","NR",0.846153846153846,"G","Boston College",3,99,232.166666666667,132.166666666667,112.5,14.7924098671727,0.267960350617776,0.153512447847543,0.870967741935484,0.483870967741935,1.14214027490695,3.4084440227704,3.9916192283365,7.04380139152435,0.352483414021876,0.530416357073519,0.30480709200296,0.356196135364563,1.35009487666034,3.23355471220746,1.77450980392157,63.6408333333333,114.178166666667,103.008866666667
"244","Renaldo Balkman",2012,1675000,2011,58044000,0.0288574185100958,2012,"SF/PF",21.6,78,206,85,"Wing","Top100",0.260869565217391,"F","South Carolina",3,104,189,16.5,79.8333333333333,8.33007442849548,0.215113330329278,0.197416825077567,1.27445507708666,1.06087187666135,1.13916451256692,2.21185539606592,0.47408293460925,5.25478468899521,0.306623931623932,0.573779165293189,0.380443762781186,0.0880398773006135,2.09609250398724,3.4274322169059,2.10021265284423,61.8254166666667,112.490166666667,96.46995
"245","Robin Lopez",2014,5904261,2013,58679000,0.1006196595034,2014,"PF/C",19.9,84,255,86,"Big","Top25",0.590909090909091,"C","Stanford",2,67,240.333333333333,1,113.666666666667,10.1035364396655,0.0728247835168866,0.164423057805265,0.387096774193548,2.32198327359618,1.09789659648539,3.27240143369176,0.0292712066905615,6.97311827956989,0.666666666666667,0.515848719972789,0.464211195928753,0.00421119592875318,2.56093189964158,3.0663082437276,2.51493428912784,64.2078333333333,112.308666666667,93.0214
"246","Rodney Carney",2011,377116,2010,58044000,0.00649707118737509,2011,"SF",21.9,78,204,82,"Wing","NR",0.0909090909090909,"F","Memphis",4,133,225.5,221,116.4,15.5759130799973,0.077307619873832,0.09532334141574,1.07857684752422,0.87322766375398,1.07897216865981,3.28494682652577,6.29518051886473,6.37640926640927,0.364163079676191,0.467486470262488,0.259131683046234,0.49938386838299,1.55025130393551,3.27357108988688,2.13512565196776,68.53382,111.0694,93.09452
"247","Ronnie Brewer",2012,4710000,2011,58044000,0.0811453380194335,2012,"SG/SF",20.9,79,223,83,"Wing","Top50",0.695652173913043,"G","Arkansas",3,90,270.333333333333,116.5,172.5,17.1966170634921,0.194958860391454,0.130251120900222,2.48060515873016,0.508978174603175,1.10801373415666,5.60119047619048,3.75143849206349,8.78055555555556,0.345013137386896,0.505744601668659,0.450235186141226,0.294188703416891,1.53834325396825,3.38973214285714,1.66517857142857,65.8032833333333,108.9565,94.7241333333333
"248","Ronny Turiaf",2012,4360000,2011,58044000,0.0751154296740404,2012,"PF/C",22.1,81,238,85,"Big","NR",0.545454545454545,"F","Gonzaga",3,95,297.166666666667,5.5,253.666666666667,15.4662626262626,0.0883294648239697,0.14460597742923,0.477354187031606,1.68295861844249,1.18873033311468,8.09188660801564,0.175464320625611,9.49315738025416,0.281746031746032,0.520017490477581,0.838642403581284,0.0181077685636136,2.24910394265233,5.66764418377322,2.76783968719453,66.8930333333333,118.7825,98.8015
"249","Roy Hibbert",2013,13686750,2012,58044000,0.235799565846599,2013,"C",21.2,86,272,91,"Big","NR",0.94,"C","Georgetown",4,136,262.5,1.2,133.8,10.8214780134412,0.130032806702139,0.143242591708507,0.440570500313147,2.06435539817893,1.27970563483913,3.85899530881149,0.0352941176470588,7.59068747892277,0.4,0.608171728799319,0.507224305597546,0.00408163265306122,2.37630769138122,3.94696081442405,2.55773428843282,59.51457,117.2157,92.94442
"250","Royal Ivey",2009,854957,2008,58680000,0.0145698193592365,2009,"PG",22.2,75,200,78,"PG","NR",0.134615384615385,"G","Texas",2,66,194.333333333333,35.6666666666667,110,9.91111111111111,0.331662526947941,0.149625641199388,1.14141414141414,0.202020202020202,1.06295013372231,3.33333333333333,1.08080808080808,5.88888888888889,0.346953405017921,0.483118382663739,0.474975058197539,0.160652920962199,1.23232323232323,2.45454545454545,2.62626262626263,66.2830666666667,116.835333333333,94.6471333333333
"251","Rudy Gay",2011,13603750,2010,58044000,0.234369616153263,2011,"SF",19.5,80,222,87,"Wing","Top25",0.840909090909091,"F","Connecticut",2,64,287.333333333333,78.6666666666667,127.333333333333,15.3179406972955,0.123262789368108,0.151280437934831,1.44053437601825,1.68491365265559,1.08625426660508,3.92766373411535,2.42293906810036,8.85434995112414,0.367676767676768,0.486725663716814,0.350144108764798,0.214429248912008,1.9247311827957,4.12414467253177,2.27859237536657,69.3255333333333,115.886666666667,91.6165333333333
"252","Russell Westbrook",2013,13668750,2012,58044000,0.23548945627455,2013,"PG",19.3,75,192,79,"PG","NR",0.942307692307692,"G","UCLA",2,75,237,58.6666666666667,110.333333333333,10.7829914529915,0.257020892597175,0.173747777789528,1.20655270655271,0.128917378917379,1.06779189186664,2.8511396011396,1.51994301994302,6.13603988603989,0.361471861471861,0.487836697106899,0.354167174116023,0.201128567368977,1.11680911680912,1.75783475783476,1.91381766381766,63.9708666666667,117.146666666667,88.1381333333333
"256","Ryan Gomes",2011,4000000,2010,58044000,0.0689132382330646,2011,"SF/PF",22.5,80,248,86,"Wing","NR",0.608695652173913,"F","Providence",3,92,343.5,98,164.166666666667,19.3279224601409,0.139890814849005,0.1305894526997,1.57325848164627,0.256830506117909,1.20055475519255,5.37730580274379,3.22530241935484,11.2309858175751,0.300892133008921,0.546257684696445,0.378534902188258,0.21532679704282,3.19205367074527,5.69006650908417,1.87218437152392,67.1914666666667,110.993666666667,96.8977333333333
"258","Ryan Hollins",2013,1069509,2012,58044000,0.0184258321273517,2013,"C",21.4,83,225,86,"Big","NR",0.08,"C","UCLA",4,113,105.9,0.3,87,6.19680086580087,0.0574229163894931,0.226520223924307,0.195562770562771,0.885443722943723,1.21478886487946,2.9073051948052,0.0107142857142857,3.53019480519481,0.3,0.57253790343156,0.827003866044273,0.00394736842105263,1.67121212121212,2.44312770562771,2.46222943722944,64.95454,108.6603,95.28553
"259","Shabazz Muhammad",2018,1577230,2017,99093000,0.0159166641437841,2018,"SF",20.3,78,222,83,"Wing","Top25",0.159090909090909,"G","UCLA",1,32,350,106,180,18.31875,0.0460593654042989,0.0870010235414534,0.71875,0.125,1.06875934230194,5.625,3.3125,10.9375,0.377358490566038,0.462857142857143,0.394736842105263,0.232456140350877,2.71875,2.5,1.65625,68.1203,111.101,96.5702
"260","Shannon Brown",2011,2200000,2010,58044000,0.0379022810281855,2011,"SG",20.2,75,200,78,"Wing","Top25",0.3,"G","Michigan State",3,97,222.333333333333,120.666666666667,110.666666666667,13.9049898989899,0.153120152495789,0.157414501201143,1.33276886512181,0.129590017825312,1.14349128961721,3.3194890077243,3.60570409982175,6.69376114081996,0.361869211051878,0.505519243955114,0.320282545598255,0.338094392135963,1.06589423648247,2.60715983363042,1.97231134878194,64.9086833333333,117.592166666667,98.4169666666667
"261","Shawne Williams",2012,3000000,2011,58044000,0.0516849286747984,2012,"SF/PF",20,81,227,87,"Wing","Top50",0.565217391304348,"F","Memphis",1,36,221,154,145,14.4388888888889,0.128895729126587,0.155829165063486,1.38888888888889,1.36111111111111,1.08021877848678,4.02777777777778,4.27777777777778,6.13888888888889,0.311688311688312,0.48868778280543,0.386666666666667,0.410666666666667,1.72222222222222,4.44444444444444,2.91666666666667,70.8104,113.181,89.6365
"263","Shelden Williams",2012,992680,2011,58044000,0.0171021983322996,2012,"PF/C",22.3,80,258,88,"Big","Top25",0.227272727272727,"F","Duke",4,139,333.3,3.5,219.8,14.7751766311766,0.0638155980275311,0.166949810682223,1.31277641277641,3.38888888888889,1.25036594763928,6.25683865683866,0.0967239967239967,9.51173901173901,0.213333333333333,0.577099139402145,0.65476064232692,0.0099685653688835,3.35233415233415,6.55708435708436,3.0971334971335,69.01259,118.1422,90.06431
"264","Shelvin Mack",2015,2433333,2014,63065000,0.0385845239039087,2015,"PG",20.8,74,209,79,"PG","NR",0.25,"G","Butler",3,108,226,213.5,132.166666666667,15.6570614035088,0.213176107222684,0.145121587677776,1.03837719298246,0.0885416666666667,1.09883417045869,3.56606359649123,5.76233552631579,6.06003289473684,0.361549765187093,0.477208673296387,0.301267534843449,0.487971866481102,0.744243421052632,3.47779605263158,1.85060307017544,63.2421333333333,111.5525,93.20795
"265","Solomon Hill",2018,12236535,2017,99093000,0.123485362235476,2018,"SF",21.9,79,226,81,"Wing","Top75",0.522727272727273,"F","Arizona",4,139,188.2,98.3,124.2,11.8562262430269,0.201457146650005,0.186251539338872,0.99542566092651,0.432602473926752,1.18095142972893,3.53221440698521,2.79355323793354,5.35128789716226,0.366062044380357,0.525683322737034,0.443848576423554,0.32042656613143,1.84551540140674,3.99529953917051,2.37862236235751,65.29825,112.7614,95.36609
"266","Solomon Jones",2011,1500000,2010,58044000,0.0258424643373992,2011,"PF/C",21.6,82,224,88,"Big","NR",0.272727272727273,"C","South Florida",2,59,237,1.33333333333333,116.666666666667,12.9095019157088,0.089160680122402,0.235173185530448,0.719157088122605,2.75708812260536,1.11167981307546,3.99233716475096,0.0459770114942529,8.1183908045977,0,0.507179295757123,0.50271414568249,0.00464576074332172,2.81570881226054,5.79157088122605,3.39808429118774,63.2864,98.1687333333333,97.7297
"267","Spencer Hawes",2013,8500000,2012,58044000,0.146440631245262,2013,"C",18.8,85,244,85,"Big","Top25",0.58,"C","Washington",1,31,360,3,98,15.6167741935484,0.123936214161778,0.161117078410312,0.516129032258065,1.74193548387097,1.13513247316064,3.16129032258065,0.0967741935483871,11.6129032258065,0.333333333333333,0.533333333333333,0.269972451790634,0.00826446280991736,1.96774193548387,4.38709677419355,2.25806451612903,69.1645,113.219,101.048
"268","Stephen Curry",2014,9887642,2013,58679000,0.168503928151468,2014,"PG",21,75,181,75,"PG","NR",0.788461538461538,"G","Davidson",3,104,308.5,340.833333333333,200,24.4725272331155,0.168070425436453,0.129462292739133,2.24455337690632,0.276688453159041,1.24760627268623,5.80010893246187,9.82352941176471,8.91721132897604,0.407798303675822,0.52856820234869,0.305613729428977,0.527325104856374,0.724945533769063,3.79302832244009,2.40468409586057,69.0754166666667,110.211833333333,94.0956833333333
"269","Steve Blake",2009,4250000,2008,58680000,0.0724267211997273,2009,"PG",23,75,172,78,"PG","NR",0.423076923076923,"G","Maryland",1,31,121,154,83,13.2425806451613,0.538341615512034,0.241157556270096,1.61290322580645,0.161290322580645,1.15562403697997,2.67741935483871,4.96774193548387,3.90322580645161,0.415584415584416,0.413223140495868,0.301818181818182,0.56,0.709677419354839,2.96774193548387,1.74193548387097,71.5321,110.935,88.9399
"270","Steve Novak",2011,384766,2010,58044000,0.00662886775549583,2011,"SF/PF",21.7,81,216,81,"Wing","Top75",0.0869565217391304,"F","Marquette",4,126,86.1,213.8,72.5,11.8224789833822,0.091713267382877,0.0994862303718455,0.556695992179863,0.0903225806451613,1.33602424053184,2.33225806451613,6.87546432062561,2.77272727272727,0.461663609545086,0.453997165131113,0.246102620287544,0.718386338238477,1.05131964809384,3.67673509286413,2.10234604105572,65.03741,112.3809,100.72811
"271","Steven Adams",2018,22471910,2017,99093000,0.226775957938502,2018,"C",19.6,84,255,88,"Big","Top25",0.84,"C","Pittsburgh",1,32,175,0,70,7.525,0.0830564784053156,0.145348837209302,0.65625,2.03125,1.12244897959184,2.1875,0,5.46875,0,0.571428571428571,0.4,0,2.8125,3.53125,1.625,59.3138,115.623,91.541
"272","T.J. Ford",2008,8000000,2007,55630000,0.143807298220385,2008,"PG",19.9,72,162,71,"PG","Top25",0.730769230769231,"G","Texas",1,33,329,68,194,17.8593939393939,0.430975973937831,0.181552870910819,2,0.151515151515152,1.02620449456837,5.87878787878788,2.06060606060606,9.96969696969697,0.264705882352941,0.428571428571429,0.488664987405542,0.171284634760705,0.636363636363636,3.24242424242424,2.51515151515152,69.3796,119.302,95.8164
"273","Taj Gibson",2014,7550000,2013,58679000,0.128666132688014,2014,"PF",23.7,82,214,88,"Big","Top50",0.75,"F","Southern California",3,105,289.333333333333,0,163.166666666667,12.7185688545689,0.103580873174205,0.184640604011515,0.808127608127608,2.58786708786709,1.22568666441672,4.6956865956866,0,8.32373152373152,0,0.586858940265493,0.563458595057627,0,3.02017862017862,5.55621465621466,3.12854022854023,64.7584166666667,110.362,92.1993333333333
"274","Terrence Jones",2017,1050961,2016,94143000,0.0111634534697216,2017,"PF",20.1,81,252,86,"Big","Top25",0.0666666666666667,"F","Kentucky",2,76,332.333333333333,59,186.333333333333,14.2014035087719,0.10089601960058,0.12371710254763,1.23684210526316,1.82456140350877,1.08443695049988,4.90350877192982,1.55263157894737,8.74561403508772,0.327391716180143,0.506951327995933,0.471371531566483,0.148788018395933,2.49122807017544,5.2280701754386,2.39473684210526,65.2575666666667,120.730333333333,90.3976666666667
